
Epoch 0, 25%	 Loss : 9.0498e-04	 RES : 3.3792e-05	 MSE : 4.6059e-04	 REL : 1.0435e+00
Training Epoch 335 :	 Loss : 5.0318e-05 	 RES : 8.6851e-08	 MSE : 2.6828e-05	 REL : 2.4632e-01
Validation Epoch 335 :	 Loss : 5.0082e-05	 RES : 8.4435e-08	 MSE : 2.5618e-05	 REL : 2.4109e-01
Training Epoch 335 finished,took current epoch 189.89s,cumulative time 63347.33s
MODEL SAVED
Learning Rate : 0.001
Epoch 336, 25%	 Loss : 4.8897e-05	 RES : 8.0772e-08	 MSE : 2.2980e-05	 REL : 2.3309e-01
Epoch 336, 50%	 Loss : 4.8524e-05	 RES : 8.2399e-08	 MSE : 2.5193e-05	 REL : 2.4625e-01
Epoch 336, 75%	 Loss : 5.5588e-05	 RES : 1.0401e-07	 MSE : 2.7024e-05	 REL : 2.4101e-01
Training Epoch 336 :	 Loss : 5.0316e-05 	 RES : 8.6786e-08	 MSE : 2.6817e-05	 REL : 2.4627e-01
Validation Epoch 336 :	 Loss : 5.0080e-05	 RES : 8.4373e-08	 MSE : 2.5605e-05	 REL : 2.4103e-01
Training Epoch 336 finished,took current epoch 190.16s,cumulative time 63537.28s
MODEL SAVED
Learning Rate : 0.001
Epoch 337, 25%	 Loss : 4.8896e-05	 RES : 8.0749e-08	 MSE : 2.2980e-05	 REL : 2.3308e-01
Epoch 337, 50%	 Loss : 4.8523e-05	 RES : 8.2365e-08	 MSE : 2.5197e-05	 REL : 2.4627e-01
Epoch 337, 75%	 Loss : 5.5587e-05	 RES : 1.0399e-07	 MSE : 2.7009e-05	 REL : 2.4094e-01
Training Epoch 337 :	 Loss : 5.0314e-05 	 RES : 8.6718e-08	 MSE : 2.6800e-05	 REL : 2.4619e-01
Validation Epoch 337 :	 Loss : 5.0078e-05	 RES : 8.4317e-08	 MSE : 2.5588e-05	 REL : 2.4095e-01
Training Epoch 337 finished,took current epoch 188.95s,cumulative time 63726.08s
MODEL SAVED
Learning Rate : 0.001
Epoch 338, 25%	 Loss : 4.8894e-05	 RES : 8.0720e-08	 MSE : 2.2974e-05	 REL : 2.3305e-01
Epoch 338, 50%	 Loss : 4.8521e-05	 RES : 8.2296e-08	 MSE : 2.5148e-05	 REL : 2.4603e-01
Epoch 338, 75%	 Loss : 5.5589e-05	 RES : 1.0413e-07	 MSE : 2.7019e-05	 REL : 2.4098e-01
Training Epoch 338 :	 Loss : 5.0312e-05 	 RES : 8.6659e-08	 MSE : 2.6790e-05	 REL : 2.4614e-01
Validation Epoch 338 :	 Loss : 5.0076e-05	 RES : 8.4206e-08	 MSE : 2.5574e-05	 REL : 2.4088e-01
Training Epoch 338 finished,took current epoch 190.45s,cumulative time 63916.23s
MODEL SAVED
Learning Rate : 0.001
Epoch 339, 25%	 Loss : 4.8892e-05	 RES : 8.0732e-08	 MSE : 2.3006e-05	 REL : 2.3322e-01
Epoch 339, 50%	 Loss : 4.8519e-05	 RES : 8.2235e-08	 MSE : 2.5132e-05	 REL : 2.4595e-01
Epoch 339, 75%	 Loss : 5.5588e-05	 RES : 1.0419e-07	 MSE : 2.7038e-05	 REL : 2.4107e-01
Training Epoch 339 :	 Loss : 5.0310e-05 	 RES : 8.6595e-08	 MSE : 2.6779e-05	 REL : 2.4609e-01
Validation Epoch 339 :	 Loss : 5.0074e-05	 RES : 8.4110e-08	 MSE : 2.5577e-05	 REL : 2.4090e-01
Training Epoch 339 finished,took current epoch 188.41s,cumulative time 64104.50s
MODEL SAVED
Learning Rate : 0.001
Epoch 340, 25%	 Loss : 4.8890e-05	 RES : 8.0687e-08	 MSE : 2.2978e-05	 REL : 2.3307e-01
Epoch 340, 50%	 Loss : 4.8517e-05	 RES : 8.2140e-08	 MSE : 2.5114e-05	 REL : 2.4586e-01
Epoch 340, 75%	 Loss : 5.5587e-05	 RES : 1.0426e-07	 MSE : 2.7069e-05	 REL : 2.4120e-01
Training Epoch 340 :	 Loss : 5.0308e-05 	 RES : 8.6533e-08	 MSE : 2.6775e-05	 REL : 2.4607e-01
Validation Epoch 340 :	 Loss : 5.0072e-05	 RES : 8.4053e-08	 MSE : 2.5562e-05	 REL : 2.4082e-01
Training Epoch 340 finished,took current epoch 189.09s,cumulative time 64293.44s
MODEL SAVED
Learning Rate : 0.001
Epoch 341, 25%	 Loss : 4.8888e-05	 RES : 8.0650e-08	 MSE : 2.2977e-05	 REL : 2.3307e-01
Epoch 341, 50%	 Loss : 4.8515e-05	 RES : 8.2076e-08	 MSE : 2.5114e-05	 REL : 2.4586e-01
Epoch 341, 75%	 Loss : 5.5585e-05	 RES : 1.0422e-07	 MSE : 2.7026e-05	 REL : 2.4101e-01
Training Epoch 341 :	 Loss : 5.0306e-05 	 RES : 8.6481e-08	 MSE : 2.6761e-05	 REL : 2.4600e-01
Validation Epoch 341 :	 Loss : 5.0070e-05	 RES : 8.3972e-08	 MSE : 2.5577e-05	 REL : 2.4090e-01
Training Epoch 341 finished,took current epoch 189.95s,cumulative time 64483.23s
MODEL SAVED
Learning Rate : 0.001
Epoch 342, 25%	 Loss : 4.8885e-05	 RES : 8.0517e-08	 MSE : 2.2927e-05	 REL : 2.3281e-01
Epoch 342, 50%	 Loss : 4.8513e-05	 RES : 8.2079e-08	 MSE : 2.5178e-05	 REL : 2.4617e-01
Epoch 342, 75%	 Loss : 5.5582e-05	 RES : 1.0406e-07	 MSE : 2.6998e-05	 REL : 2.4089e-01
Training Epoch 342 :	 Loss : 5.0304e-05 	 RES : 8.6408e-08	 MSE : 2.6747e-05	 REL : 2.4594e-01
Validation Epoch 342 :	 Loss : 5.0068e-05	 RES : 8.3936e-08	 MSE : 2.5541e-05	 REL : 2.4073e-01
Training Epoch 342 finished,took current epoch 190.32s,cumulative time 64673.30s
MODEL SAVED
Learning Rate : 0.001
Epoch 343, 25%	 Loss : 4.8884e-05	 RES : 8.0535e-08	 MSE : 2.2929e-05	 REL : 2.3282e-01
Epoch 343, 50%	 Loss : 4.8511e-05	 RES : 8.1973e-08	 MSE : 2.5105e-05	 REL : 2.4581e-01
Epoch 343, 75%	 Loss : 5.5581e-05	 RES : 1.0404e-07	 MSE : 2.6992e-05	 REL : 2.4086e-01
Training Epoch 343 :	 Loss : 5.0302e-05 	 RES : 8.6350e-08	 MSE : 2.6738e-05	 REL : 2.4590e-01
Validation Epoch 343 :	 Loss : 5.0066e-05	 RES : 8.3891e-08	 MSE : 2.5506e-05	 REL : 2.4056e-01
Training Epoch 343 finished,took current epoch 189.78s,cumulative time 64862.89s
MODEL SAVED
Learning Rate : 0.001
Epoch 344, 25%	 Loss : 4.8882e-05	 RES : 8.0453e-08	 MSE : 2.2907e-05	 REL : 2.3271e-01
Epoch 344, 50%	 Loss : 4.8509e-05	 RES : 8.1881e-08	 MSE : 2.5100e-05	 REL : 2.4579e-01
Epoch 344, 75%	 Loss : 5.5579e-05	 RES : 1.0396e-07	 MSE : 2.6992e-05	 REL : 2.4086e-01
Training Epoch 344 :	 Loss : 5.0301e-05 	 RES : 8.6296e-08	 MSE : 2.6731e-05	 REL : 2.4587e-01
Validation Epoch 344 :	 Loss : 5.0064e-05	 RES : 8.3782e-08	 MSE : 2.5515e-05	 REL : 2.4060e-01
Training Epoch 344 finished,took current epoch 189.03s,cumulative time 65051.74s
MODEL SAVED
Learning Rate : 0.001
Epoch 345, 25%	 Loss : 4.8880e-05	 RES : 8.0472e-08	 MSE : 2.2914e-05	 REL : 2.3275e-01
Epoch 345, 50%	 Loss : 4.8507e-05	 RES : 8.1851e-08	 MSE : 2.5125e-05	 REL : 2.4591e-01
Epoch 345, 75%	 Loss : 5.5578e-05	 RES : 1.0395e-07	 MSE : 2.7049e-05	 REL : 2.4112e-01
Training Epoch 345 :	 Loss : 5.0299e-05 	 RES : 8.6234e-08	 MSE : 2.6725e-05	 REL : 2.4584e-01
Validation Epoch 345 :	 Loss : 5.0062e-05	 RES : 8.3709e-08	 MSE : 2.5513e-05	 REL : 2.4060e-01
Training Epoch 345 finished,took current epoch 189.90s,cumulative time 65241.43s
MODEL SAVED
Learning Rate : 0.001
Epoch 346, 25%	 Loss : 4.8878e-05	 RES : 8.0416e-08	 MSE : 2.2924e-05	 REL : 2.3280e-01
Epoch 346, 50%	 Loss : 4.8505e-05	 RES : 8.1765e-08	 MSE : 2.5029e-05	 REL : 2.4544e-01
Epoch 346, 75%	 Loss : 5.5578e-05	 RES : 1.0407e-07	 MSE : 2.7067e-05	 REL : 2.4120e-01
Training Epoch 346 :	 Loss : 5.0297e-05 	 RES : 8.6175e-08	 MSE : 2.6714e-05	 REL : 2.4578e-01
Validation Epoch 346 :	 Loss : 5.0060e-05	 RES : 8.3666e-08	 MSE : 2.5486e-05	 REL : 2.4047e-01
Training Epoch 346 finished,took current epoch 190.49s,cumulative time 65431.71s
MODEL SAVED
Learning Rate : 0.001
Epoch 347, 25%	 Loss : 4.8877e-05	 RES : 8.0420e-08	 MSE : 2.2934e-05	 REL : 2.3285e-01
Epoch 347, 50%	 Loss : 4.8504e-05	 RES : 8.1738e-08	 MSE : 2.5052e-05	 REL : 2.4556e-01
Epoch 347, 75%	 Loss : 5.5577e-05	 RES : 1.0407e-07	 MSE : 2.7077e-05	 REL : 2.4124e-01
Training Epoch 347 :	 Loss : 5.0295e-05 	 RES : 8.6112e-08	 MSE : 2.6702e-05	 REL : 2.4573e-01
Validation Epoch 347 :	 Loss : 5.0058e-05	 RES : 8.3602e-08	 MSE : 2.5489e-05	 REL : 2.4048e-01
Training Epoch 347 finished,took current epoch 189.00s,cumulative time 65620.37s
MODEL SAVED
Learning Rate : 0.001
Epoch 348, 25%	 Loss : 4.8875e-05	 RES : 8.0382e-08	 MSE : 2.2941e-05	 REL : 2.3289e-01
Epoch 348, 50%	 Loss : 4.8501e-05	 RES : 8.1659e-08	 MSE : 2.5033e-05	 REL : 2.4547e-01
Epoch 348, 75%	 Loss : 5.5576e-05	 RES : 1.0413e-07	 MSE : 2.7129e-05	 REL : 2.4147e-01
Training Epoch 348 :	 Loss : 5.0293e-05 	 RES : 8.6058e-08	 MSE : 2.6695e-05	 REL : 2.4570e-01
Validation Epoch 348 :	 Loss : 5.0056e-05	 RES : 8.3527e-08	 MSE : 2.5478e-05	 REL : 2.4043e-01
Training Epoch 348 finished,took current epoch 190.36s,cumulative time 65810.49s
MODEL SAVED
Learning Rate : 0.001
Epoch 349, 25%	 Loss : 4.8872e-05	 RES : 8.0185e-08	 MSE : 2.2876e-05	 REL : 2.3256e-01
Epoch 349, 50%	 Loss : 4.8499e-05	 RES : 8.1581e-08	 MSE : 2.5041e-05	 REL : 2.4550e-01
Epoch 349, 75%	 Loss : 5.5575e-05	 RES : 1.0408e-07	 MSE : 2.7100e-05	 REL : 2.4134e-01
Training Epoch 349 :	 Loss : 5.0291e-05 	 RES : 8.6000e-08	 MSE : 2.6679e-05	 REL : 2.4562e-01
Validation Epoch 349 :	 Loss : 5.0054e-05	 RES : 8.3466e-08	 MSE : 2.5463e-05	 REL : 2.4036e-01
Training Epoch 349 finished,took current epoch 188.43s,cumulative time 65998.71s
MODEL SAVED
Learning Rate : 0.001
Epoch 350, 25%	 Loss : 4.8870e-05	 RES : 8.0153e-08	 MSE : 2.2879e-05	 REL : 2.3257e-01
Epoch 350, 50%	 Loss : 4.8497e-05	 RES : 8.1480e-08	 MSE : 2.4967e-05	 REL : 2.4514e-01
Epoch 350, 75%	 Loss : 5.5573e-05	 RES : 1.0409e-07	 MSE : 2.7133e-05	 REL : 2.4149e-01
Training Epoch 350 :	 Loss : 5.0289e-05 	 RES : 8.5933e-08	 MSE : 2.6674e-05	 REL : 2.4560e-01
Validation Epoch 350 :	 Loss : 5.0052e-05	 RES : 8.3393e-08	 MSE : 2.5455e-05	 REL : 2.4032e-01
Training Epoch 350 finished,took current epoch 188.95s,cumulative time 66187.45s
MODEL SAVED
Learning Rate : 0.001
Epoch 351, 25%	 Loss : 4.8868e-05	 RES : 8.0055e-08	 MSE : 2.2844e-05	 REL : 2.3239e-01
Epoch 351, 50%	 Loss : 4.8494e-05	 RES : 8.1381e-08	 MSE : 2.4928e-05	 REL : 2.4495e-01
Epoch 351, 75%	 Loss : 5.5572e-05	 RES : 1.0416e-07	 MSE : 2.7176e-05	 REL : 2.4168e-01
Training Epoch 351 :	 Loss : 5.0287e-05 	 RES : 8.5877e-08	 MSE : 2.6659e-05	 REL : 2.4553e-01
Validation Epoch 351 :	 Loss : 5.0050e-05	 RES : 8.3315e-08	 MSE : 2.5461e-05	 REL : 2.4035e-01
Training Epoch 351 finished,took current epoch 190.90s,cumulative time 66378.15s
MODEL SAVED
Learning Rate : 0.001
Epoch 352, 25%	 Loss : 4.8866e-05	 RES : 8.0000e-08	 MSE : 2.2835e-05	 REL : 2.3235e-01
Epoch 352, 50%	 Loss : 4.8492e-05	 RES : 8.1330e-08	 MSE : 2.4923e-05	 REL : 2.4493e-01
Epoch 352, 75%	 Loss : 5.5571e-05	 RES : 1.0409e-07	 MSE : 2.7160e-05	 REL : 2.4161e-01
Training Epoch 352 :	 Loss : 5.0285e-05 	 RES : 8.5819e-08	 MSE : 2.6654e-05	 REL : 2.4550e-01
Validation Epoch 352 :	 Loss : 5.0048e-05	 RES : 8.3241e-08	 MSE : 2.5425e-05	 REL : 2.4018e-01
Training Epoch 352 finished,took current epoch 188.60s,cumulative time 66566.56s
MODEL SAVED
Learning Rate : 0.001
Epoch 353, 25%	 Loss : 4.8864e-05	 RES : 7.9919e-08	 MSE : 2.2789e-05	 REL : 2.3211e-01
Epoch 353, 50%	 Loss : 4.8490e-05	 RES : 8.1237e-08	 MSE : 2.4908e-05	 REL : 2.4485e-01
Epoch 353, 75%	 Loss : 5.5569e-05	 RES : 1.0398e-07	 MSE : 2.7172e-05	 REL : 2.4167e-01
Training Epoch 353 :	 Loss : 5.0283e-05 	 RES : 8.5766e-08	 MSE : 2.6640e-05	 REL : 2.4544e-01
Validation Epoch 353 :	 Loss : 5.0046e-05	 RES : 8.3206e-08	 MSE : 2.5416e-05	 REL : 2.4014e-01
Training Epoch 353 finished,took current epoch 189.32s,cumulative time 66755.68s
MODEL SAVED
Learning Rate : 0.001
Epoch 354, 25%	 Loss : 4.8863e-05	 RES : 7.9949e-08	 MSE : 2.2837e-05	 REL : 2.3236e-01
Epoch 354, 50%	 Loss : 4.8488e-05	 RES : 8.1170e-08	 MSE : 2.4907e-05	 REL : 2.4485e-01
Epoch 354, 75%	 Loss : 5.5569e-05	 RES : 1.0401e-07	 MSE : 2.7202e-05	 REL : 2.4180e-01
Training Epoch 354 :	 Loss : 5.0281e-05 	 RES : 8.5713e-08	 MSE : 2.6639e-05	 REL : 2.4543e-01
Validation Epoch 354 :	 Loss : 5.0044e-05	 RES : 8.3150e-08	 MSE : 2.5419e-05	 REL : 2.4016e-01
Training Epoch 354 finished,took current epoch 190.73s,cumulative time 66946.21s
MODEL SAVED
Learning Rate : 0.001
Epoch 355, 25%	 Loss : 4.8861e-05	 RES : 7.9900e-08	 MSE : 2.2805e-05	 REL : 2.3219e-01
Epoch 355, 50%	 Loss : 4.8486e-05	 RES : 8.1105e-08	 MSE : 2.4927e-05	 REL : 2.4495e-01
Epoch 355, 75%	 Loss : 5.5570e-05	 RES : 1.0400e-07	 MSE : 2.7190e-05	 REL : 2.4174e-01
Training Epoch 355 :	 Loss : 5.0280e-05 	 RES : 8.5654e-08	 MSE : 2.6625e-05	 REL : 2.4537e-01
Validation Epoch 355 :	 Loss : 5.0042e-05	 RES : 8.3059e-08	 MSE : 2.5429e-05	 REL : 2.4020e-01
Training Epoch 355 finished,took current epoch 190.76s,cumulative time 67136.79s
MODEL SAVED
Learning Rate : 0.001
Epoch 356, 25%	 Loss : 4.8861e-05	 RES : 7.9983e-08	 MSE : 2.2850e-05	 REL : 2.3242e-01
Epoch 356, 50%	 Loss : 4.8484e-05	 RES : 8.1045e-08	 MSE : 2.4905e-05	 REL : 2.4483e-01
Epoch 356, 75%	 Loss : 5.5570e-05	 RES : 1.0411e-07	 MSE : 2.7241e-05	 REL : 2.4197e-01
Training Epoch 356 :	 Loss : 5.0278e-05 	 RES : 8.5602e-08	 MSE : 2.6621e-05	 REL : 2.4535e-01
Validation Epoch 356 :	 Loss : 5.0040e-05	 RES : 8.3014e-08	 MSE : 2.5413e-05	 REL : 2.4012e-01
Training Epoch 356 finished,took current epoch 189.82s,cumulative time 67326.42s
MODEL SAVED
Learning Rate : 0.001
Epoch 357, 25%	 Loss : 4.8858e-05	 RES : 7.9827e-08	 MSE : 2.2784e-05	 REL : 2.3209e-01
Epoch 357, 50%	 Loss : 4.8482e-05	 RES : 8.0956e-08	 MSE : 2.4875e-05	 REL : 2.4469e-01
Epoch 357, 75%	 Loss : 5.5570e-05	 RES : 1.0414e-07	 MSE : 2.7274e-05	 REL : 2.4212e-01
Training Epoch 357 :	 Loss : 5.0276e-05 	 RES : 8.5546e-08	 MSE : 2.6610e-05	 REL : 2.4529e-01
Validation Epoch 357 :	 Loss : 5.0038e-05	 RES : 8.2951e-08	 MSE : 2.5405e-05	 REL : 2.4009e-01
Training Epoch 357 finished,took current epoch 188.29s,cumulative time 67514.51s
MODEL SAVED
Learning Rate : 0.001
Epoch 358, 25%	 Loss : 4.8857e-05	 RES : 7.9865e-08	 MSE : 2.2791e-05	 REL : 2.3213e-01
Epoch 358, 50%	 Loss : 4.8480e-05	 RES : 8.0878e-08	 MSE : 2.4871e-05	 REL : 2.4467e-01
Epoch 358, 75%	 Loss : 5.5568e-05	 RES : 1.0408e-07	 MSE : 2.7269e-05	 REL : 2.4210e-01
Training Epoch 358 :	 Loss : 5.0274e-05 	 RES : 8.5488e-08	 MSE : 2.6606e-05	 REL : 2.4528e-01
Validation Epoch 358 :	 Loss : 5.0036e-05	 RES : 8.2888e-08	 MSE : 2.5408e-05	 REL : 2.4010e-01
Training Epoch 358 finished,took current epoch 188.40s,cumulative time 67702.76s
MODEL SAVED
Learning Rate : 0.001
Epoch 359, 25%	 Loss : 4.8857e-05	 RES : 7.9989e-08	 MSE : 2.2852e-05	 REL : 2.3243e-01
Epoch 359, 50%	 Loss : 4.8478e-05	 RES : 8.0793e-08	 MSE : 2.4877e-05	 REL : 2.4470e-01
Epoch 359, 75%	 Loss : 5.5568e-05	 RES : 1.0413e-07	 MSE : 2.7316e-05	 REL : 2.4231e-01
Training Epoch 359 :	 Loss : 5.0272e-05 	 RES : 8.5441e-08	 MSE : 2.6597e-05	 REL : 2.4523e-01
Validation Epoch 359 :	 Loss : 5.0034e-05	 RES : 8.2823e-08	 MSE : 2.5393e-05	 REL : 2.4004e-01
Training Epoch 359 finished,took current epoch 188.56s,cumulative time 67891.11s
MODEL SAVED
Learning Rate : 0.001
Epoch 360, 25%	 Loss : 4.8855e-05	 RES : 8.0002e-08	 MSE : 2.2888e-05	 REL : 2.3261e-01
Epoch 360, 50%	 Loss : 4.8477e-05	 RES : 8.0746e-08	 MSE : 2.4879e-05	 REL : 2.4471e-01
Epoch 360, 75%	 Loss : 5.5565e-05	 RES : 1.0392e-07	 MSE : 2.7274e-05	 REL : 2.4212e-01
Training Epoch 360 :	 Loss : 5.0270e-05 	 RES : 8.5387e-08	 MSE : 2.6599e-05	 REL : 2.4524e-01
Validation Epoch 360 :	 Loss : 5.0033e-05	 RES : 8.2762e-08	 MSE : 2.5403e-05	 REL : 2.4008e-01
Training Epoch 360 finished,took current epoch 190.13s,cumulative time 68081.05s
MODEL SAVED
Learning Rate : 0.001
Epoch 361, 25%	 Loss : 4.8854e-05	 RES : 8.0072e-08	 MSE : 2.2892e-05	 REL : 2.3264e-01
Epoch 361, 50%	 Loss : 4.8475e-05	 RES : 8.0695e-08	 MSE : 2.4884e-05	 REL : 2.4473e-01
Epoch 361, 75%	 Loss : 5.5564e-05	 RES : 1.0388e-07	 MSE : 2.7272e-05	 REL : 2.4211e-01
Training Epoch 361 :	 Loss : 5.0268e-05 	 RES : 8.5332e-08	 MSE : 2.6576e-05	 REL : 2.4514e-01
Validation Epoch 361 :	 Loss : 5.0030e-05	 RES : 8.2711e-08	 MSE : 2.5386e-05	 REL : 2.4000e-01
Training Epoch 361 finished,took current epoch 189.83s,cumulative time 68270.65s
MODEL SAVED
Learning Rate : 0.001
Epoch 362, 25%	 Loss : 4.8851e-05	 RES : 7.9836e-08	 MSE : 2.2844e-05	 REL : 2.3239e-01
Epoch 362, 50%	 Loss : 4.8473e-05	 RES : 8.0591e-08	 MSE : 2.4865e-05	 REL : 2.4464e-01
Epoch 362, 75%	 Loss : 5.5562e-05	 RES : 1.0379e-07	 MSE : 2.7223e-05	 REL : 2.4189e-01
Training Epoch 362 :	 Loss : 5.0266e-05 	 RES : 8.5285e-08	 MSE : 2.6586e-05	 REL : 2.4518e-01
Validation Epoch 362 :	 Loss : 5.0028e-05	 RES : 8.2657e-08	 MSE : 2.5390e-05	 REL : 2.4002e-01
Training Epoch 362 finished,took current epoch 189.42s,cumulative time 68459.85s
MODEL SAVED
Learning Rate : 0.001
Epoch 363, 25%	 Loss : 4.8850e-05	 RES : 7.9897e-08	 MSE : 2.2875e-05	 REL : 2.3255e-01
Epoch 363, 50%	 Loss : 4.8471e-05	 RES : 8.0550e-08	 MSE : 2.4858e-05	 REL : 2.4460e-01
Epoch 363, 75%	 Loss : 5.5560e-05	 RES : 1.0382e-07	 MSE : 2.7248e-05	 REL : 2.4200e-01
Training Epoch 363 :	 Loss : 5.0264e-05 	 RES : 8.5242e-08	 MSE : 2.6578e-05	 REL : 2.4514e-01
Validation Epoch 363 :	 Loss : 5.0026e-05	 RES : 8.2576e-08	 MSE : 2.5364e-05	 REL : 2.3990e-01
Training Epoch 363 finished,took current epoch 188.93s,cumulative time 68648.55s
MODEL SAVED
Learning Rate : 0.001
Epoch 364, 25%	 Loss : 4.8848e-05	 RES : 7.9891e-08	 MSE : 2.2865e-05	 REL : 2.3250e-01
Epoch 364, 50%	 Loss : 4.8469e-05	 RES : 8.0555e-08	 MSE : 2.4938e-05	 REL : 2.4500e-01
Epoch 364, 75%	 Loss : 5.5555e-05	 RES : 1.0337e-07	 MSE : 2.7133e-05	 REL : 2.4149e-01
Training Epoch 364 :	 Loss : 5.0261e-05 	 RES : 8.5148e-08	 MSE : 2.6552e-05	 REL : 2.4503e-01
Validation Epoch 364 :	 Loss : 5.0023e-05	 RES : 8.2473e-08	 MSE : 2.5350e-05	 REL : 2.3983e-01
Training Epoch 364 finished,took current epoch 188.73s,cumulative time 68837.03s
MODEL SAVED
Learning Rate : 0.001
Epoch 365, 25%	 Loss : 4.8842e-05	 RES : 7.9444e-08	 MSE : 2.2705e-05	 REL : 2.3168e-01
Epoch 365, 50%	 Loss : 4.8468e-05	 RES : 8.0614e-08	 MSE : 2.5090e-05	 REL : 2.4574e-01
Epoch 365, 75%	 Loss : 5.5556e-05	 RES : 1.0372e-07	 MSE : 2.7326e-05	 REL : 2.4235e-01
Training Epoch 365 :	 Loss : 5.0259e-05 	 RES : 8.5091e-08	 MSE : 2.6525e-05	 REL : 2.4490e-01
Validation Epoch 365 :	 Loss : 5.0020e-05	 RES : 8.2402e-08	 MSE : 2.5327e-05	 REL : 2.3972e-01
Training Epoch 365 finished,took current epoch 189.41s,cumulative time 69026.19s
MODEL SAVED
Learning Rate : 0.001
Epoch 366, 25%	 Loss : 4.8841e-05	 RES : 7.9466e-08	 MSE : 2.2738e-05	 REL : 2.3185e-01
Epoch 366, 50%	 Loss : 4.8465e-05	 RES : 8.0551e-08	 MSE : 2.5054e-05	 REL : 2.4557e-01
Epoch 366, 75%	 Loss : 5.5555e-05	 RES : 1.0379e-07	 MSE : 2.7377e-05	 REL : 2.4257e-01
Training Epoch 366 :	 Loss : 5.0257e-05 	 RES : 8.5078e-08	 MSE : 2.6545e-05	 REL : 2.4499e-01
Validation Epoch 366 :	 Loss : 5.0018e-05	 RES : 8.2316e-08	 MSE : 2.5323e-05	 REL : 2.3970e-01
Training Epoch 366 finished,took current epoch 189.34s,cumulative time 69215.31s
MODEL SAVED
Learning Rate : 0.001
Epoch 367, 25%	 Loss : 4.8840e-05	 RES : 7.9532e-08	 MSE : 2.2750e-05	 REL : 2.3191e-01
Epoch 367, 50%	 Loss : 4.8463e-05	 RES : 8.0490e-08	 MSE : 2.5041e-05	 REL : 2.4550e-01
Epoch 367, 75%	 Loss : 5.5553e-05	 RES : 1.0369e-07	 MSE : 2.7351e-05	 REL : 2.4246e-01
Training Epoch 367 :	 Loss : 5.0254e-05 	 RES : 8.5045e-08	 MSE : 2.6529e-05	 REL : 2.4492e-01
Validation Epoch 367 :	 Loss : 5.0015e-05	 RES : 8.2272e-08	 MSE : 2.5305e-05	 REL : 2.3962e-01
Training Epoch 367 finished,took current epoch 188.68s,cumulative time 69403.79s
MODEL SAVED
Learning Rate : 0.001
Epoch 368, 25%	 Loss : 4.8838e-05	 RES : 7.9545e-08	 MSE : 2.2806e-05	 REL : 2.3220e-01
Epoch 368, 50%	 Loss : 4.8459e-05	 RES : 8.0458e-08	 MSE : 2.5056e-05	 REL : 2.4558e-01
Epoch 368, 75%	 Loss : 5.5550e-05	 RES : 1.0363e-07	 MSE : 2.7363e-05	 REL : 2.4251e-01
Training Epoch 368 :	 Loss : 5.0252e-05 	 RES : 8.5009e-08	 MSE : 2.6546e-05	 REL : 2.4499e-01
Validation Epoch 368 :	 Loss : 5.0013e-05	 RES : 8.2194e-08	 MSE : 2.5314e-05	 REL : 2.3966e-01
Training Epoch 368 finished,took current epoch 188.78s,cumulative time 69592.38s
MODEL SAVED
Learning Rate : 0.001
Epoch 369, 25%	 Loss : 4.8836e-05	 RES : 7.9503e-08	 MSE : 2.2799e-05	 REL : 2.3216e-01
Epoch 369, 50%	 Loss : 4.8457e-05	 RES : 8.0406e-08	 MSE : 2.5057e-05	 REL : 2.4558e-01
Epoch 369, 75%	 Loss : 5.5548e-05	 RES : 1.0363e-07	 MSE : 2.7338e-05	 REL : 2.4240e-01
Training Epoch 369 :	 Loss : 5.0250e-05 	 RES : 8.4965e-08	 MSE : 2.6536e-05	 REL : 2.4495e-01
Validation Epoch 369 :	 Loss : 5.0010e-05	 RES : 8.2121e-08	 MSE : 2.5347e-05	 REL : 2.3982e-01
Training Epoch 369 finished,took current epoch 189.28s,cumulative time 69781.44s
MODEL SAVED
Learning Rate : 0.001
Epoch 370, 25%	 Loss : 4.8836e-05	 RES : 7.9587e-08	 MSE : 2.2830e-05	 REL : 2.3232e-01
Epoch 370, 50%	 Loss : 4.8454e-05	 RES : 8.0358e-08	 MSE : 2.5038e-05	 REL : 2.4549e-01
Epoch 370, 75%	 Loss : 5.5547e-05	 RES : 1.0372e-07	 MSE : 2.7400e-05	 REL : 2.4268e-01
Training Epoch 370 :	 Loss : 5.0247e-05 	 RES : 8.4925e-08	 MSE : 2.6527e-05	 REL : 2.4491e-01
Validation Epoch 370 :	 Loss : 5.0008e-05	 RES : 8.2050e-08	 MSE : 2.5327e-05	 REL : 2.3973e-01
Training Epoch 370 finished,took current epoch 189.19s,cumulative time 69970.40s
MODEL SAVED
Learning Rate : 0.001
Epoch 371, 25%	 Loss : 4.8834e-05	 RES : 7.9604e-08	 MSE : 2.2858e-05	 REL : 2.3247e-01
Epoch 371, 50%	 Loss : 4.8452e-05	 RES : 8.0264e-08	 MSE : 2.4959e-05	 REL : 2.4510e-01
Epoch 371, 75%	 Loss : 5.5546e-05	 RES : 1.0378e-07	 MSE : 2.7414e-05	 REL : 2.4274e-01
Training Epoch 371 :	 Loss : 5.0245e-05 	 RES : 8.4886e-08	 MSE : 2.6528e-05	 REL : 2.4491e-01
Validation Epoch 371 :	 Loss : 5.0006e-05	 RES : 8.2013e-08	 MSE : 2.5327e-05	 REL : 2.3972e-01
